No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3514,HSII,"Heidrick & Struggles International, Inc.",Industrials,Staffing & Employment Services,USA,809.50M,61.33,42.99,0.09%,84373
3515,HSKA,Heska Corporation,Healthcare,Diagnostics & Research,USA,2.86B,-,268.28,-1.61%,24951
3516,HSON,"Hudson Global, Inc.",Industrials,Staffing & Employment Services,USA,43.99M,-,16.6,-3.38%,11714
3517,HSRT,Hartford Short Duration ETF,Financial,Exchange Traded Fund,USA,-,-,41,-0.01%,3392
3518,HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,USA,11.16B,-,16.17,-2.06%,5867186
3519,HSTM,"HealthStream, Inc.",Healthcare,Health Information Services,USA,932.34M,116.17,30.32,-0.20%,71171
3520,HSTO,Histogen Inc.,Healthcare,Biotechnology,USA,36.75M,-,0.87,5.84%,1857226
3521,HSY,The Hershey Company,Consumer Defensive,Confectioners,USA,36.56B,25.87,177.99,-0.13%,462104
3522,HT,Hersha Hospitality Trust,Real Estate,REIT - Hotel & Motel,USA,349.22M,-,9.36,-0.85%,214600
3523,HTA,"Healthcare Trust of America, Inc.",Real Estate,REIT - Healthcare Facilities,USA,6.75B,85.7,31.28,0.29%,2367459
3524,HTAB,Hartford Schroders Tax-Aware Bond ETF,Financial,Exchange Traded Fund,USA,-,-,21.72,-0.14%,4724
3525,HTBI,"HomeTrust Bancshares, Inc.",Financial,Banks - Regional,USA,462.31M,18.82,27.85,-0.07%,25909
3526,HTBK,Heritage Commerce Corp,Financial,Banks - Regional,USA,649.11M,15.75,11.18,-0.27%,100937
3527,HTBX,"Heat Biologics, Inc.",Healthcare,Biotechnology,USA,161.36M,-,6.53,-2.39%,314451
3528,HTD,John Hancock Tax-Advantaged Dividend Income Fund,Financial,Closed-End Fund - Debt,USA,883.25M,-,24.95,0.28%,37912
3529,HTEC,Robo Global Healthcare Technology and Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,49.97,-0.44%,24849
3530,HTGC,"Hercules Capital, Inc.",Financial,Mortgage Finance,USA,1.95B,6.04,16.89,-0.30%,634475
3531,HTGM,"HTG Molecular Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA,49.47M,-,6.45,-4.16%,65030
3532,HTH,Hilltop Holdings Inc.,Financial,Banks - Regional,USA,2.61B,5.83,33,0.12%,384824
3533,HTHT,Huazhu Group Limited,Consumer Cyclical,Lodging,China,16.55B,19.86,49.66,-0.26%,2144575
3534,HTLD,"Heartland Express, Inc.",Industrials,Trucking,USA,1.31B,18.59,16.79,-1.00%,150878
3535,HTLF,"Heartland Financial USA, Inc.",Financial,Banks - Regional,USA,1.92B,9.73,46.88,-0.30%,62778
3536,HTOO,Fusion Fuel Green PLC,Utilities,Utilities - Renewable,Ireland,144.41M,-,11.75,1.12%,30855
3537,HTPA,Highland Transcend Partners I Corp.,Financial,Shell Companies,USA,290.40M,-,9.68,0.00%,153
3538,HTRB,Hartford Total Return Bond ETF,Financial,Exchange Traded Fund,USA,-,-,41.12,-0.27%,49367
3539,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,Financial,Closed-End Fund - Equity,USA,74.98M,-,6.87,1.03%,61617
3540,HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,USA,10.85B,30.69,202.24,-0.34%,97715
3541,HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,USA,2.35B,26.14,70.53,-1.32%,141243
3542,HUBS,"HubSpot, Inc.",Technology,Software - Application,USA,32.22B,-,704.09,2.88%,243329
3543,HUDI,"Huadi International Group Co., Ltd.",Basic Materials,Steel,China,48.52M,12.92,4.29,-0.69%,106396
3544,HUGE,FSD Pharma Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,81.36M,-,1.81,0.56%,155580
3545,HUGS,USHG Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.69,-0.10%,14329
3546,HUIZ,Huize Holding Limited,Financial,Insurance Brokers,China,156.60M,80.54,2.98,-2.61%,579143
3547,HUM,Humana Inc.,Healthcare,Healthcare Plans,USA,53.00B,21.96,415.56,-0.14%,566452
3548,HUN,Huntsman Corporation,Basic Materials,Chemicals,USA,5.75B,9.41,26.69,-0.67%,1903037
3549,HURC,"Hurco Companies, Inc.",Industrials,Specialty Industrial Machinery,USA,216.68M,133.32,32.93,-3.26%,59995
3550,HURN,Huron Consulting Group Inc.,Industrials,Consulting Services,USA,1.09B,47.14,49.45,-0.32%,50110
3551,HUSA,Houston American Energy Corp.,Energy,Oil & Gas E&P,USA,18.49M,-,1.87,-2.09%,311621
3552,HUSN,Hudson Capital Inc.,Financial,Capital Markets,USA,17.27M,-,2.72,-3.89%,30271
3553,HUSV,First Trust Horizon Managed Volatility Domestic ETF,Financial,Exchange Traded Fund,USA,-,-,33.76,-0.15%,3761
3554,HUT,Hut 8 Mining Corp.,Financial,Capital Markets,Canada,1.70B,27.71,10.67,19.48%,31658258
3555,HUYA,HUYA Inc.,Communication Services,Entertainment,China,2.74B,19.93,11.22,-0.18%,2752289
3556,HVBT,Hive Blockchain Technologies Ltd. Common Shares,Financial,Capital Markets,Canada,-,-,3.6,7.14%,14351293
3557,HVT,"Haverty Furniture Companies, Inc.",Consumer Cyclical,Home Improvement Retail,USA,646.55M,8.15,36.1,-0.06%,115908
3558,HWBK,"Hawthorn Bancshares, Inc.",Financial,Banks - Regional,USA,149.97M,7.24,22.62,-1.14%,12374
3559,HWC,Hancock Whitney Corporation,Financial,Banks - Regional,USA,3.75B,10.39,44.71,-1.19%,251910
3560,HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals,USA,742.07M,16.99,36.7,-2.26%,33822
3561,HWM,Howmet Aerospace Inc.,Industrials,Specialty Industrial Machinery,USA,13.22B,46.82,31.37,-1.63%,1410450
3562,HX,Xiaobai Maimai Inc.,Financial,Credit Services,China,29.32M,-,1.79,0.00%,14918
3563,HXL,Hexcel Corporation,Industrials,Aerospace & Defense,USA,4.55B,-,56.5,-1.89%,305818
3564,HY,"Hyster-Yale Materials Handling, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,986.20M,38.72,59.16,-1.30%,18042
3565,HYB,The New America High Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,220.84M,21.98,9.45,-0.74%,56153
3566,HYD,VanEck Vectors High Yield Muni ETF,Financial,Exchange Traded Fund,USA,-,-,63.24,-0.14%,274357
3567,HYDB,iShares Edge High Yield Defensive Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.92,-0.11%,11207
3568,HYDW,Xtrackers Low Beta High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.05,0.01%,1021
3569,HYEM,VanEck Vectors Emerging Markets High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,23.64,-0.04%,267135
3570,HYFM,"Hydrofarm Holdings Group, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,2.36B,-,54.85,3.33%,730947
3571,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,88.01,0.01%,6485112
3572,HYGH,iShares Interest Rate Hedged High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,87.81,-0.03%,1206
3573,HYGV,FlexShares High Yield Value-Scored Bond Index Fund,Financial,Exchange Traded Fund,USA,-,-,49.97,-0.02%,49262
3574,HYHG,ProShares High Yield-Interest Rate Hedged,Financial,Exchange Traded Fund,USA,-,-,62.91,0.22%,14751
3575,HYI,Western Asset High Yield Defined Opportunity Fund Inc.,Financial,Asset Management,USA,355.40M,-,15.69,-0.63%,95656
3576,HYLB,Xtrackers USD High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,40.27,0.10%,828138
3577,HYLD,High Yield ETF,Financial,Exchange Traded Fund,USA,-,-,32.33,-0.05%,24359
3578,HYLN,Hyliion Holdings Corp.,Consumer Cyclical,Auto Parts,USA,1.52B,3.2,8.85,-2.21%,1850481
3579,HYLS,First Trust Tactical High Yield ETF,Financial,Exchange Traded Fund,USA,-,-,48.43,-0.02%,132232
3580,HYLV,IQ S&P High Yield Low Volatility Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.33,-0.04%,1482
3581,HYMB,SPDR Nuveen Bloomberg Barclays High Yield Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,60.6,-0.08%,89519
3582,HYMC,Hycroft Mining Holding Corporation,Basic Materials,Other Precious Metals & Mining,USA,103.65M,-,1.98,6.45%,518834
3583,HYRE,HyreCar Inc.,Industrials,Rental & Leasing Services,USA,249.27M,-,11.67,1.74%,468791
3584,HYS,PIMCO 0-5 Year High Yield Corporate Bond Index ETF,Financial,Exchange Traded Fund,USA,-,-,99.58,0.10%,484545
3585,HYT,"BlackRock Corporate High Yield Fund, Inc.",Financial,Closed-End Fund - Debt,USA,1.53B,12.85,12.54,-0.24%,166394
3586,HYW,Hywin Holdings Ltd.,Financial,Asset Management,China,187.96M,-,6.85,1.74%,5376
3587,HYXU,iShares International High Yield Bond ETF,Financial,Exchange Traded Fund,USA,-,-,56.74,0.01%,2957
3588,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,Financial,Exchange Traded Fund,USA,-,-,22.26,0.09%,11872
3589,HYZN,Hyzon Motors Inc.,Consumer Cyclical,Auto Manufacturers,USA,2.43B,-,10.4,2.56%,1608708
3590,HZAC,Horizon Acquisition Corporation,Financial,Shell Companies,USA,676.53M,-,9.93,-0.30%,14214
3591,HZN,Horizon Global Corporation,Consumer Cyclical,Auto Parts,USA,208.96M,-,7.8,0.26%,20535
3592,HZNP,Horizon Therapeutics Public Limited Company,Healthcare,Drug Manufacturers - General,Ireland,24.84B,49.11,110.01,-0.23%,598916
3593,HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,USA,1.04B,7.57,48.86,0.12%,210320
3594,HZON,Horizon Acquisition Corporation II,Financial,Shell Companies,USA,639.24M,-,9.74,0.10%,158560
3595,IAA,"IAA, Inc.",Industrials,Specialty Business Services,USA,7.33B,27.14,54.66,-0.36%,351539
3596,IAC,IAC/InterActiveCorp,Communication Services,Internet Content & Information,USA,11.65B,9.5,132.06,-0.92%,343386
3597,IACC,ION Acquisition Corp 3 Ltd.,Financial,Shell Companies,Israel,214.06M,-,9.73,0.00%,19
3598,IAE,Voya Asia Pacific High Dividend Equity Income Fund,Financial,Closed-End Fund - Foreign,USA,106.61M,-,8.96,0.90%,70182
3599,IAF,"Aberdeen Australia Equity Fund, Inc.",Financial,Asset Management,Australia,147.98M,-,6.35,0.79%,60860
3600,IAG,IAMGOLD Corporation,Basic Materials,Gold,Canada,1.09B,19.05,2.4,3.90%,6369690
3601,IAGG,iShares Core International Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,55.65,-0.20%,201228
3602,IAI,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Financial,Exchange Traded Fund,USA,-,-,109.41,-0.56%,40437
3603,IAK,iShares U.S. Insurance ETF,Financial,Exchange Traded Fund,USA,-,-,81.31,-0.25%,1906
3604,IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Devices,USA,6.34B,31.41,75.89,-0.39%,249905
3605,IAS,INTEGRAL AD SCIENCE HOLDING LLC,Communication Services,Advertising Agencies,USA,3.46B,-,23.12,-0.82%,305752
3606,IAT,iShares U.S. Regional Banks ETF,Financial,Exchange Traded Fund,USA,-,-,57.99,-0.34%,45928
3607,IAU,iShares Gold Trust,Financial,Exchange Traded Fund,USA,-,-,34.82,1.07%,5787394
3608,IAUF,iShares Gold Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,55.97,1.00%,1607
3609,IBA,"Industrias Bachoco, S.A.B. de C.V.",Consumer Defensive,Farm Products,Mexico,2.21B,8.45,44.67,0.43%,9660
3610,IBB,iShares Biotechnology ETF,Financial,Exchange Traded Fund,USA,-,-,175.81,-0.11%,1232373
3611,IBBJ,Defiance Nasdaq Junior Biotechnology ETF,Financial,Exchange Traded Fund,USA,-,-,31.41,-0.67%,1388
3612,IBBQ,Invesco Nasdaq Biotechnology ETF,Financial,Exchange Traded Fund,USA,-,-,27.44,-0.22%,11462
3613,IBCP,Independent Bank Corporation,Financial,Banks - Regional,USA,430.55M,6.41,20.63,-0.19%,42493
3614,IBD,Inspire Corporate Bond Impact ETF,Financial,Exchange Traded Fund,USA,-,-,26.34,-0.05%,24322
3615,IBDD,iShares iBonds Mar 2023 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,26.98,0.13%,170
3616,IBDM,iShares iBonds Dec 2021 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,24.74,-0.04%,266223
3617,IBDN,iShares iBonds Dec 2022 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,25.31,0.00%,103024
3618,IBDO,iShares iBonds Dec 2023 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,25.99,-0.04%,86344
3619,IBDP,iShares iBonds Dec 2024 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,26.32,0.00%,77211
3620,IBDQ,iShares iBonds Dec 2025 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,26.94,-0.07%,208597
3621,IBDR,iShares iBonds Dec 2026 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,26.62,-0.11%,53439
3622,IBDS,iShares iBonds Dec 2027 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,27.16,-0.06%,29961
3623,IBDT,iShares iBonds Dec 2028 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,28.94,-0.06%,17137
3624,IBDU,iShares iBonds Dec 2029 Term Corporate ETF,Financial,Exchange Traded Fund,USA,-,-,26.91,-0.19%,12804
3625,IBER,Ibere Pharmaceuticals,Financial,Shell Companies,USA,-,-,9.7,0.00%,0
3626,IBEX,IBEX Limited,Technology,Software - Application,USA,332.63M,-,18.5,3.06%,19650
3627,IBHA,iShares iBonds 2021 Term High Yield and Income ETF,Financial,Exchange Traded Fund,USA,-,-,24.18,-0.02%,2325
3628,IBHB,iShares iBonds 2022 Term High Yield and Income ETF,Financial,Exchange Traded Fund,USA,-,-,24.26,0.23%,18442
3629,IBHC,iShares iBonds 2023 Term High Yield and Income ETF,Financial,Exchange Traded Fund,USA,-,-,24.68,0.00%,26190
3630,IBHD,iShares iBonds 2024 Term High Yield and Income ETF,Financial,Exchange Traded Fund,USA,-,-,24.76,0.06%,11137
3631,IBHE,iShares iBonds 2025 Term High Yield and Income ETF,Financial,Exchange Traded Fund,USA,-,-,25.08,0.10%,11635
3632,IBIO,"iBio, Inc.",Healthcare,Biotechnology,USA,255.33M,-,1.22,-3.94%,4011235
3633,IBKR,"Interactive Brokers Group, Inc.",Financial,Capital Markets,USA,26.73B,18.15,64.5,-0.20%,460192
3634,IBM,International Business Machines Corporation,Technology,Information Technology Services,USA,124.54B,24.12,139.58,-0.31%,1916759
3635,IBMJ,iShares iBonds Dec 2021 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.58,-0.03%,15467
3636,IBMK,iShares iBonds Dec 2022 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.16,-0.11%,31452
3637,IBML,iShares iBonds Dec 2023 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.05,0.00%,13642
3638,IBMM,iShares iBonds Dec 2024 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27,-0.02%,11581
3639,IBMN,iShares iBonds Dec 2025 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,28.06,-0.04%,16631
3640,IBMO,iShares iBonds Dec 2026 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.01,-0.07%,2493
3641,IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.17,-0.06%,6221
3642,IBMQ,iShares iBonds Dec 2028 Term Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.43,-0.10%,8277
3643,IBN,ICICI Bank Limited,Financial,Banks - Regional,India,67.39B,25.54,19.79,0.20%,3150115
3644,IBND,SPDR Bloomberg Barclays International Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,36.5,-0.06%,23250
3645,IBOC,International Bancshares Corporation,Financial,Banks - Regional,USA,2.57B,11.41,42.04,0.45%,128583
3646,IBP,"Installed Building Products, Inc.",Industrials,Building Products & Equipment,USA,3.58B,33.15,123.48,-1.37%,160256
3647,IBRX,"ImmunityBio, Inc.",Healthcare,Biotechnology,USA,4.12B,-,10.95,-5.44%,1058024
3648,IBTA,iShares iBonds Dec 2021 Term Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,25.35,0.02%,495
3649,IBTB,iShares iBonds Dec 2022 Term Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,25.43,0.00%,4087
3650,IBTD,iShares iBonds Dec 2023 Term Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,25.66,0.02%,1526
3651,IBTE,iShares iBonds Dec 2024 Term Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,25.75,0.00%,36901
3652,IBTG,iShares iBonds Dec 2026 Term Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,25.77,0.04%,79
3653,IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,25.56,-0.16%,129
3654,IBTX,"Independent Bank Group, Inc.",Financial,Banks - Regional,USA,2.84B,12.36,68,-0.77%,105724
3655,IBUY,Amplify Online Retail ETF,Financial,Exchange Traded Fund,USA,-,-,115.84,-0.58%,62822
3656,ICAD,"iCAD, Inc.",Healthcare,Health Information Services,USA,307.87M,-,12.31,-1.99%,108273
3657,ICBK,"County Bancorp, Inc.",Financial,Banks - Regional,USA,219.05M,12.55,36.57,0.72%,1637
3658,ICCC,ImmuCell Corporation,Healthcare,Biotechnology,USA,72.10M,-,9.1,5.25%,5184
3659,ICD,"Independence Contract Drilling, Inc.",Energy,Oil & Gas Drilling,USA,21.88M,-,3.09,-2.22%,46592
3660,ICE,"Intercontinental Exchange, Inc.",Financial,Financial Data & Stock Exchanges,USA,67.72B,24.23,121.13,0.33%,1872881
3661,ICF,iShares Cohen & Steers REIT ETF,Financial,Exchange Traded Fund,USA,-,-,71.71,0.00%,82706
3662,ICFI,"ICF International, Inc.",Industrials,Consulting Services,USA,1.73B,25.62,93.05,-0.52%,52728
3663,ICHR,"Ichor Holdings, Ltd.",Technology,Semiconductor Equipment & Materials,USA,1.25B,20.56,46.64,0.58%,197499
3664,ICL,ICL Group Ltd,Basic Materials,Agricultural Inputs,Israel,9.16B,106.42,7.13,-0.83%,72543
3665,ICLK,iClick Interactive Asia Group Limited,Communication Services,Advertising Agencies,Hong Kong,515.50M,-,5.17,-4.79%,302041
3666,ICLN,iShares Global Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,23.6,-0.80%,2154454
3667,ICLR,ICON Public Limited Company,Healthcare,Diagnostics & Research,Ireland,20.82B,38.42,262.36,0.42%,386026
3668,ICMB,"Investcorp Credit Management BDC, Inc.",Financial,Asset Management,USA,76.01M,-,5.46,1.11%,30140
3669,ICOL,iShares MSCI Colombia ETF,Financial,Exchange Traded Fund,USA,-,-,10.26,-0.87%,22994
3670,ICOW,Pacer Developed Markets International Cash Cows 100 ETF,Financial,Exchange Traded Fund,USA,-,-,33.01,1.01%,5393
3671,ICPT,"Intercept Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,445.51M,-,14.46,-4.37%,835599
3672,ICSH,iShares Ultra Short-Term Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.49,-0.02%,580273
3673,ICUI,"ICU Medical, Inc.",Healthcare,Medical Instruments & Supplies,USA,4.30B,42.54,202.78,-0.50%,113946
3674,ICVT,iShares Convertible Bond ETF,Financial,Exchange Traded Fund,USA,-,-,103.33,0.37%,224402
3675,ID,"PARTS iD, Inc.",Consumer Cyclical,Auto Parts,USA,198.98M,-,6.22,5.25%,13232
3676,IDA,"IDACORP, Inc.",Utilities,Utilities - Regulated Electric,USA,5.36B,21.3,107.09,-0.34%,133048
3677,IDBA,IDEX Biometrics ASA,Technology,Software - Application,Norway,-,-,25.73,3.88%,201
3678,IDCC,"InterDigital, Inc.",Communication Services,Telecom Services,USA,2.13B,74.66,71,-1.29%,87093
3679,IDE,"Voya Infrastructure, Industrials and Materials Fund",Financial,Closed-End Fund - Equity,USA,250.18M,-,13.14,2.26%,43681
3680,IDEV,iShares Core MSCI International Developed Markets ETF,Financial,Exchange Traded Fund,USA,-,-,70.3,0.43%,156587
3681,IDEX,"Ideanomics, Inc.",Technology,Software - Application,USA,1.13B,-,2.4,-2.44%,6697564
3682,IDHD,Invesco S&P International Developed High Dividend Low Volatility ETF,Financial,Exchange Traded Fund,USA,-,-,27.44,0.00%,492
3683,IDHQ,Invesco S&P International Developed Quality ETF,Financial,Exchange Traded Fund,USA,-,-,32.82,0.49%,2352
3684,IDIV,Metaurus U.S. Equity Cumulative Dividends Fund-Series 2027,Financial,Exchange Traded Fund,USA,-,-,10.69,2.89%,19580
3685,IDLV,Invesco S&P International Developed Low Volatility ETF,Financial,Exchange Traded Fund,USA,-,-,32.43,0.15%,21176
3686,IDMO,Invesco S&P International Developed Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,37.29,1.28%,1182
3687,IDN,"Intellicheck, Inc.",Technology,Software - Application,USA,157.95M,-,8.57,-4.14%,93818
3688,IDNA,iShares Genomics Immunology and Healthcare ETF,Financial,Exchange Traded Fund,USA,-,-,55.14,-0.59%,46604
3689,IDOG,ALPS International Sector Dividend Dogs ETF,Financial,Exchange Traded Fund,USA,-,-,28.65,0.72%,2221
3690,IDRA,"Idera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,55.96M,-,1.06,-3.64%,514580
3691,IDRV,iShares Self-Driving EV and Tech ETF,Financial,Exchange Traded Fund,USA,-,-,50.26,0.28%,27557
3692,IDT,IDT Corporation,Communication Services,Telecom Services,USA,1.11B,14.69,44.4,-2.67%,116359
3693,IDU,iShares U.S. Utilities ETF,Financial,Exchange Traded Fund,USA,-,-,85.54,-0.81%,19833
3694,IDV,iShares International Select Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,32.7,0.09%,212535
3695,IDX,VanEck Vectors Indonesia Index ETF,Financial,Exchange Traded Fund,USA,-,-,18.89,1.72%,3008
3696,IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,USA,59.00B,82.1,688.33,0.42%,293678
3697,IDYA,"IDEAYA Biosciences, Inc.",Healthcare,Biotechnology,USA,934.10M,-,24.81,-2.67%,111132
3698,IEA,"Infrastructure and Energy Alternatives, Inc.",Industrials,Engineering & Construction,USA,552.77M,-,13.18,-0.75%,575029
3699,IEC,IEC Electronics Corp.,Technology,Electronic Components,USA,163.11M,40.66,15.33,0.20%,77609
3700,IECS,iShares Evolved U.S. Consumer Staples ETF,Financial,Exchange Traded Fund,USA,-,-,33.44,-0.16%,913
3701,IEDI,iShares Evolved U.S. Discretionary Spending ETF,Financial,Exchange Traded Fund,USA,-,-,46.23,-0.03%,12953
3702,IEF,iShares 7-10 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,117,-0.24%,4983865
3703,IEFA,iShares Core MSCI EAFE ETF,Financial,Exchange Traded Fund,USA,-,-,78.2,0.48%,5355963
3704,IEHS,iShares Evolved U.S. Healthcare Staples ETF,Financial,Exchange Traded Fund,USA,-,-,44.79,0.03%,1313
3705,IEI,iShares 3-7 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,131.24,-0.05%,408251
3706,IEIH,iShares Evolved U.S. Innovative Healthcare ETF,Financial,Exchange Traded Fund,USA,-,-,37.61,0.05%,7142
3707,IEME,iShares Evolved U.S. Media and Entertainment ETF,Financial,Exchange Traded Fund,USA,-,-,37.7,-0.72%,14159
3708,IEMG,iShares Core MSCI Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,64.93,0.51%,6447668
3709,IEO,iShares U.S. Oil & Gas Exploration & Production ETF,Financial,Exchange Traded Fund,USA,-,-,51.58,-0.25%,50765
3710,IEP,Icahn Enterprises L.P.,Industrials,Conglomerates,USA,14.24B,-,54.21,-1.18%,309405
3711,IESC,"IES Holdings, Inc.",Industrials,Engineering & Construction,USA,983.15M,17.06,47.61,-2.64%,30949
